image_id,class,score,xmin,ymin,xmax,ymax,width,height
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,rickshaw,0.90,601,457,657,615,1024,1024
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,bus,0.83,650,419,731,517,1024,1024
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,car,0.81,728,476,748,516,1024,1024
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,bus,0.63,734,442,764,509,1024,1024
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,motorbike,0.43,874,507,975,762,1024,1024
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,rickshaw,0.33,0,340,218,1024,1024,1024
Asraf_101_jpg.rf.58690ebe018b849e3d3f6ef8785ca148.jpg,car,0.30,731,454,758,512,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,bus,0.94,372,340,612,612,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,car,0.93,0,497,463,893,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,car,0.93,605,470,664,542,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,bus,0.92,655,424,711,509,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,rickshaw,0.89,701,457,729,533,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,rickshaw,0.83,311,459,348,510,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,rickshaw,0.68,87,442,178,585,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,motorbike,0.46,810,479,820,521,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,motorbike,0.39,810,485,827,529,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,bus,0.31,0,354,78,659,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,motorbike,0.29,815,492,837,536,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,motorbike,0.28,912,484,1023,778,1024,1024
Asraf_102_jpg.rf.40d695ed6f8db102530afcb11db466fa.jpg,motorbike,0.26,362,484,377,518,1024,1024
Asraf_103_jpg.rf.19874eeb1f0a60c783cf34375a7c724b.jpg,bus,0.93,11,275,450,657,1024,1024
Asraf_103_jpg.rf.19874eeb1f0a60c783cf34375a7c724b.jpg,bus,0.75,405,192,1024,809,1024,1024
Asraf_103_jpg.rf.19874eeb1f0a60c783cf34375a7c724b.jpg,motorbike,0.70,0,531,142,764,1024,1024
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,bus,0.84,0,145,409,555,1024,1024
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,motorbike,0.83,923,338,966,472,1024,1024
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,three wheelers (CNG),0.75,281,305,815,999,1024,1024
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,rickshaw,0.30,990,307,1024,532,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,pickup,0.92,444,331,575,515,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,three wheelers (CNG),0.91,589,385,690,592,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,three wheelers (CNG),0.91,234,359,437,672,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,motorbike,0.90,122,426,193,507,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,rickshaw,0.76,724,384,746,448,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,rickshaw,0.72,0,360,55,592,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,bus,0.71,627,336,696,442,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,rickshaw,0.46,231,358,268,488,1024,1024
Asraf_105_jpg.rf.c632d88cde53186ccf67d13ef8abcc78.jpg,motorbike,0.32,966,444,1024,737,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.92,172,451,281,730,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.91,117,463,187,668,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.90,34,460,102,648,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,bus,0.62,317,241,841,714,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.49,97,460,135,589,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.39,107,463,160,617,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.29,651,449,1018,875,1024,1024
Asraf_106_jpg.rf.7992ce0a5986190ec8edc556b2e777b4.jpg,rickshaw,0.26,0,504,36,633,1024,1024
Asraf_107_jpg.rf.d07a632c065fd4f81de21c0fe7f4d0b9.jpg,rickshaw,0.92,247,428,350,699,1024,1024
Asraf_107_jpg.rf.d07a632c065fd4f81de21c0fe7f4d0b9.jpg,rickshaw,0.91,115,437,187,618,1024,1024
Asraf_107_jpg.rf.d07a632c065fd4f81de21c0fe7f4d0b9.jpg,rickshaw,0.91,202,445,261,616,1024,1024
Asraf_107_jpg.rf.d07a632c065fd4f81de21c0fe7f4d0b9.jpg,pickup,0.68,15,421,78,563,1024,1024
Asraf_107_jpg.rf.d07a632c065fd4f81de21c0fe7f4d0b9.jpg,bus,0.68,378,220,931,698,1024,1024
Asraf_107_jpg.rf.d07a632c065fd4f81de21c0fe7f4d0b9.jpg,rickshaw,0.35,799,417,1024,970,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,three wheelers (CNG),0.92,673,443,814,610,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,rickshaw,0.90,274,396,368,663,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,rickshaw,0.90,389,436,433,543,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,car,0.90,39,434,121,558,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,rickshaw,0.90,492,441,542,548,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,rickshaw,0.88,4,407,49,535,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,rickshaw,0.83,604,439,645,552,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,motorbike,0.77,911,499,1004,605,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,motorbike,0.70,90,463,184,664,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,bus,0.70,234,361,421,540,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,rickshaw,0.67,157,404,228,604,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,motorbike,0.45,829,491,929,608,1024,1024
Asraf_108_jpg.rf.6141d24a0c99a85b5dd171596e155f4c.jpg,three wheelers (CNG),0.29,216,435,242,536,1024,1024
Asraf_109_jpg.rf.1d9c0aa1826587208ad51ac330e78611.jpg,bus,0.91,687,246,788,505,1024,1024
Asraf_109_jpg.rf.1d9c0aa1826587208ad51ac330e78611.jpg,motorbike,0.87,199,431,269,515,1024,1024
Asraf_109_jpg.rf.1d9c0aa1826587208ad51ac330e78611.jpg,rickshaw,0.85,794,412,817,476,1024,1024
Asraf_109_jpg.rf.1d9c0aa1826587208ad51ac330e78611.jpg,motorbike,0.85,43,431,108,527,1024,1024
Asraf_109_jpg.rf.1d9c0aa1826587208ad51ac330e78611.jpg,bus,0.83,262,170,702,666,1024,1024
Asraf_110_jpg.rf.1db956dfe524cd925629f615131137ac.jpg,rickshaw,0.90,655,389,815,787,1024,1024
Asraf_110_jpg.rf.1db956dfe524cd925629f615131137ac.jpg,bus,0.89,396,242,795,674,1024,1024
Asraf_110_jpg.rf.1db956dfe524cd925629f615131137ac.jpg,pickup,0.79,796,356,929,573,1024,1024
Asraf_110_jpg.rf.1db956dfe524cd925629f615131137ac.jpg,bus,0.74,0,46,394,642,1024,1024
Asraf_110_jpg.rf.1db956dfe524cd925629f615131137ac.jpg,rickshaw,0.72,925,421,945,484,1024,1024
Asraf_110_jpg.rf.1db956dfe524cd925629f615131137ac.jpg,wheelbarrow,0.26,26,608,512,1024,1024,1024
Asraf_111_jpg.rf.c063660bbf498d06b785325c68085c2e.jpg,pickup,0.88,787,333,972,613,1024,1024
Asraf_111_jpg.rf.c063660bbf498d06b785325c68085c2e.jpg,car,0.83,741,438,798,593,1024,1024
Asraf_111_jpg.rf.c063660bbf498d06b785325c68085c2e.jpg,rickshaw,0.78,511,377,787,1015,1024,1024
Asraf_111_jpg.rf.c063660bbf498d06b785325c68085c2e.jpg,rickshaw,0.53,968,417,990,493,1024,1024
Asraf_111_jpg.rf.c063660bbf498d06b785325c68085c2e.jpg,bus,0.48,62,168,744,772,1024,1024
Asraf_111_jpg.rf.c063660bbf498d06b785325c68085c2e.jpg,bicycle,0.36,974,444,994,524,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,car,0.93,765,679,905,820,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,minivan,0.93,428,636,545,853,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,car,0.90,0,607,416,1024,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,minivan,0.88,582,670,629,758,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,car,0.84,586,665,825,938,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,pickup,0.81,526,648,563,765,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,car,0.58,926,687,1024,1024,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,car,0.49,910,679,1005,739,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,wheelbarrow,0.46,380,699,422,753,1024,1024
Asraf_64_jpg.rf.779cb456e69c0805fa0a50bc39a9461f.jpg,minivan,0.39,912,678,1008,740,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,minivan,0.93,699,653,867,828,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,car,0.93,582,692,678,807,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,car,0.91,527,695,573,759,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,minivan,0.91,471,674,518,764,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,car,0.91,443,686,475,736,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,minivan,0.62,857,691,919,749,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,three wheelers (CNG),0.37,855,672,972,747,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,bus,0.34,856,671,970,746,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,car,0.28,857,691,919,749,1024,1024
Asraf_65_jpg.rf.4eb77439facacae477ec0091301b3e8d.jpg,car,0.26,469,673,517,764,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,car,0.94,592,699,728,865,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,car,0.93,733,694,856,814,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,car,0.93,363,687,500,883,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,minivan,0.92,484,674,555,805,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,three wheelers (CNG),0.86,699,696,728,762,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,wheelbarrow,0.75,265,687,356,827,1024,1024
Asraf_66_jpg.rf.97916ae00995fb104db9a6f5dc1b47bb.jpg,minivan,0.59,587,689,624,754,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,pickup,0.92,443,632,513,799,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,minivan,0.92,631,673,725,789,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,minivan,0.91,896,666,1024,751,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,car,0.89,585,702,613,745,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,car,0.84,764,707,820,739,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,car,0.80,532,699,593,781,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,car,0.77,521,704,542,742,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,car,0.53,509,704,521,736,1024,1024
Asraf_67_jpg.rf.7c2546e324a58456e8a1d048f182856e.jpg,minivan,0.34,532,698,593,781,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,car,0.93,555,690,604,754,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,pickup,0.92,342,561,488,858,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,car,0.90,515,693,545,738,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,minivan,0.67,480,674,500,755,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,car,0.66,611,668,816,895,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,bus,0.51,623,669,661,708,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,car,0.43,496,696,510,730,1024,1024
Asraf_68_jpg.rf.31b0e5a991ac3eb0f8f94185bcede7cf.jpg,minivan,0.36,611,666,817,896,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,minivan,0.94,677,653,829,816,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,car,0.93,571,696,642,785,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,minivan,0.91,456,677,508,771,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,car,0.90,515,701,552,753,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,pickup,0.89,547,692,568,730,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,pickup,0.78,0,340,394,1019,1024,1024
Asraf_69_jpg.rf.847d6a985fb4afd6a54ad4967e49fbf0.jpg,three wheelers (CNG),0.73,939,714,983,737,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,three wheelers (CNG),0.94,725,643,909,932,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,pickup,0.93,402,615,488,802,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,car,0.92,552,694,604,757,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,car,0.91,598,692,642,751,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,minivan,0.88,643,656,741,800,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,motorbike,0.78,481,760,545,919,1024,1024
Asraf_70_jpg.rf.3f3c1e6c10245f5da3807234a71b74b4.jpg,bus,0.54,632,666,667,704,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,minivan,0.93,610,660,720,790,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,bus,0.93,823,598,1024,733,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,three wheelers (CNG),0.93,288,627,472,993,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,car,0.92,513,684,597,799,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,car,0.89,906,677,1023,746,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,motorbike,0.60,467,691,482,748,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,wheelbarrow,0.56,147,671,255,801,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,car,0.47,507,693,524,741,1024,1024
Asraf_71_jpg.rf.8ffee970020b461546ae7e02e94c0580.jpg,car,0.26,483,686,499,713,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,pickup,0.93,271,570,419,844,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,three wheelers (CNG),0.92,566,643,743,979,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,car,0.92,424,680,481,776,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,minivan,0.90,780,589,1024,903,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,car,0.85,752,696,807,733,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,motorbike,0.70,491,726,540,864,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,pickup,0.46,550,677,575,735,1024,1024
Asraf_72_jpg.rf.4d4d4999c1f4dce692f60df098675b5d.jpg,car,0.33,470,688,485,715,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,pickup,0.94,309,553,441,822,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,three wheelers (CNG),0.94,640,637,797,915,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,car,0.92,463,678,531,782,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,minivan,0.90,779,594,1024,872,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,car,0.87,605,677,646,802,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,car,0.86,519,686,551,746,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,pickup,0.63,590,670,623,719,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,motorbike,0.61,541,747,614,924,1024,1024
Asraf_73_jpg.rf.1932a047ea1ce9a6d9b7cf6a1893e293.jpg,minivan,0.58,436,664,475,749,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,pickup,0.94,0,440,308,946,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,car,0.93,671,646,1024,1023,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,three wheelers (CNG),0.93,442,644,606,974,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,minivan,0.84,413,682,441,732,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,car,0.83,440,691,453,713,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,minivan,0.45,647,645,808,804,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,van,0.42,647,645,810,803,1024,1024
Asraf_74_jpg.rf.9a1ddb93a8b4e3131a16fa2558c56f6b.jpg,car,0.27,413,682,440,732,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,bus,0.92,16,509,488,818,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,rickshaw,0.91,531,631,600,796,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,rickshaw,0.89,595,629,644,754,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,rickshaw,0.82,686,621,773,793,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,car,0.76,474,657,504,761,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,pickup,0.64,763,588,1024,852,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,rickshaw,0.56,665,624,728,772,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,bus,0.44,452,525,547,650,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,rickshaw,0.39,1,635,298,1017,1024,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,bus,0.26,543,567,610,636,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,bus,0.93,63,623,415,831,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,bus,0.71,430,540,979,925,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,motorbike,0.55,244,785,312,963,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,rickshaw,0.55,733,708,1022,1024,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,rickshaw,0.43,277,740,773,1024,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,van,0.37,0,701,44,803,1024,1024
Asraf_76_jpg.rf.f6d17c1e7604604d4c1cd5709e71e144.jpg,bus,0.32,928,597,1024,725,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,bus,0.91,25,347,460,665,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,rickshaw,0.90,602,447,642,549,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,rickshaw,0.81,710,445,742,573,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,car,0.80,762,438,782,469,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,rickshaw,0.79,689,446,720,559,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,bus,0.65,449,406,519,496,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,motorbike,0.59,582,461,596,501,1024,1024
Asraf_77_jpg.rf.838824003b9b0b220c11cf1efc62f90e.jpg,rickshaw,0.32,794,307,1024,1011,1024,1024
Asraf_78_jpg.rf.c2a350c149151b910396bb7eae2f8a2f.jpg,rickshaw,0.91,892,471,966,643,1024,1024
Asraf_78_jpg.rf.c2a350c149151b910396bb7eae2f8a2f.jpg,car,0.91,590,499,692,606,1024,1024
Asraf_78_jpg.rf.c2a350c149151b910396bb7eae2f8a2f.jpg,pickup,0.91,663,409,766,568,1024,1024
Asraf_78_jpg.rf.c2a350c149151b910396bb7eae2f8a2f.jpg,rickshaw,0.89,732,481,771,584,1024,1024
Asraf_78_jpg.rf.c2a350c149151b910396bb7eae2f8a2f.jpg,car,0.88,0,523,87,679,1024,1024
Asraf_78_jpg.rf.c2a350c149151b910396bb7eae2f8a2f.jpg,rickshaw,0.88,813,478,855,626,1024,1024
